Serial No.,College Name,Ranking Agency,Year,Rank
244,Central Institute of Technology - [CIT],B.Tech,2021 Ranking,#251-300|  out of 300 in  |India 2021|#5th in Assam
245,Vidyalankar Institute of Technology - [VIT],No data found,No data found,No data found
246,Madhav University - [MU],No data found,No data found,No data found
247,Graphic Era Hill University - [GEHU],Overall,2024 Ranking,#79|  out of 160 in  |India 2024
247,Graphic Era Hill University - [GEHU],Overall,2023 Ranking,-
247,Graphic Era Hill University - [GEHU],Overall,2022 Ranking,#88|  out of 161 in  |India 2022
247,Graphic Era Hill University - [GEHU],Mass Communications,2024 Ranking,-
247,Graphic Era Hill University - [GEHU],Mass Communications,2023 Ranking,#82|  out of 100 in  |India 2023|#1st in Uttarakhand
247,Graphic Era Hill University - [GEHU],Mass Communications,2022 Ranking,-
248,University of Engineering and Management - [UEM],Overall,2024 Ranking,-
248,University of Engineering and Management - [UEM],Overall,2023 Ranking,#142|  out of 281 in  |India 2023|#3rd in Kolkata
248,University of Engineering and Management - [UEM],Overall,2022 Ranking,-
248,University of Engineering and Management - [UEM],B.Tech,2024 Ranking,#142|  out of 284 in  |India 2024|#3rd in Kolkata
248,University of Engineering and Management - [UEM],B.Tech,2023 Ranking,#111|  out of 246 in  |India 2023
248,University of Engineering and Management - [UEM],B.Tech,2022 Ranking,#114|  out of 238 in  |India 2022
248,University of Engineering and Management - [UEM],Hotel Management,2024 Ranking,#65|  out of 76 in  |India 2024|#5th in Kolkata
248,University of Engineering and Management - [UEM],Hotel Management,2023 Ranking,-
248,University of Engineering and Management - [UEM],Hotel Management,2022 Ranking,-
249,Mangalayatan University,Overall,2024 Ranking,#85|  out of 92 in  |India 2024
250,Assam down town University - [ADTU],Overall,2023 Ranking,#43|  out of 69 in  |India 2023
250,Assam down town University - [ADTU],Overall,2022 Ranking,#38|  out of 62 in  |India 2022
250,Assam down town University - [ADTU],MBA,2023 Ranking,#233|  out of 272 in  |India 2023|#2nd in Assam
250,Assam down town University - [ADTU],MBA,2022 Ranking,-
251,Amity University,Overall,2024 Ranking,#28|  out of 73 in  |India 2024
251,Amity University,Overall,2023 Ranking,#130|  out of 281 in  |India 2023|#3rd in Madhya Pradesh
251,Amity University,Overall,2022 Ranking,#21|  out of 62 in  |India 2022
251,Amity University,Commerce,2024 Ranking,-
251,Amity University,Commerce,2023 Ranking,#133|  out of 225 in  |India 2023|#5th in Madhya Pradesh
251,Amity University,Commerce,2022 Ranking,-
251,Amity University,B.Tech,2024 Ranking,#120|  out of 284 in  |India 2024|#3rd in Madhya Pradesh
251,Amity University,B.Tech,2023 Ranking,#99|  out of 246 in  |India 2023
251,Amity University,B.Tech,2022 Ranking,#92|  out of 238 in  |India 2022
251,Amity University,Law,2024 Ranking,#50|  out of 66 in  |India 2024|#5th in Madhya Pradesh
251,Amity University,Law,2023 Ranking,#49|  out of 70 in  |India 2023|#3rd in Madhya Pradesh
251,Amity University,Law,2022 Ranking,#49|  out of 61 in  |India 2022|#2nd in Madhya Pradesh
251,Amity University,MBA,2024 Ranking,#118|  out of 275 in  |India 2024
251,Amity University,MBA,2023 Ranking,#107|  out of 272 in  |India 2023|#6th in Madhya Pradesh
251,Amity University,MBA,2022 Ranking,#101|  out of 281 in  |India 2022|#8th in Madhya Pradesh
251,Amity University,Mass Communications,2024 Ranking,#36|  out of 55 in  |India 2024|#2nd in Madhya Pradesh
251,Amity University,Mass Communications,2023 Ranking,#32|  out of 55 in  |India 2023|#3rd in Madhya Pradesh
251,Amity University,Mass Communications,2022 Ranking,-
251,Amity University,BBA/BMS,2024 Ranking,#60|  out of 211 in  |India 2024|#11th in Madhya Pradesh
251,Amity University,BBA/BMS,2023 Ranking,-
251,Amity University,BBA/BMS,2022 Ranking,#68|  out of 182 in  |India 2022
252,GSFC University,Overall,2024 Ranking,#156|  out of 160 in  |India 2024
252,GSFC University,Overall,2023 Ranking,#160|  out of 171 in  |India 2023
252,GSFC University,Overall,2022 Ranking,#144|  out of 161 in  |India 2022
253,Federal Institute of Science and Technology - [FISAT],B.Tech,2020 Ranking,#105|  out of 191 in  |India 2020|#5th in Kerala
253,Federal Institute of Science and Technology - [FISAT],B.Tech,2019 Ranking,#96|  out of 130 in  |India 2019|#6th in Kerala
254,Galgotias College of Engineering and Technology - [GCET],B.Tech,2024 Ranking,#35|  out of 284 in  |India 2024|#5th in Uttar Pradesh
254,Galgotias College of Engineering and Technology - [GCET],B.Tech,2023 Ranking,#12|  out of 246 in  |India 2023
254,Galgotias College of Engineering and Technology - [GCET],B.Tech,2022 Ranking,#16|  out of 238 in  |India 2022
255,Global Academy of Technology - [GAT],No data found,No data found,No data found
256,HKBK Group of Institutions,B.Tech,2019 Ranking,#91|  out of 150 in  |India 2019|#9th in Bangalore
257,Sri Vasavi Engineering College - [SVEC],B.Tech,2024 Ranking,#146|  out of 160 in  |India 2024
257,Sri Vasavi Engineering College - [SVEC],B.Tech,2023 Ranking,#152|  out of 160 in  |India 2023
257,Sri Vasavi Engineering College - [SVEC],B.Tech,2022 Ranking,#125-160|  out of 160 in  |India 2022
258,Uka Tarsadia University,Overall,2022 Ranking,#59|  out of 81 in  |India 2022
258,Uka Tarsadia University,Overall,2021 Ranking,#57|  out of 79 in  |India 2021
258,Uka Tarsadia University,Overall,2020 Ranking,#62|  out of 76 in  |India 2020
258,Uka Tarsadia University,B.Tech,2022 Ranking,-
258,Uka Tarsadia University,B.Tech,2021 Ranking,#7|  out of 20 in  |India 2021
258,Uka Tarsadia University,B.Tech,2020 Ranking,-
259,AKS University - [AKSU],Overall,2025 Ranking,#28|  out of 52 in  |India 2025
259,AKS University - [AKSU],Overall,2024 Ranking,#21|  out of 50 in  |India 2024
259,AKS University - [AKSU],Overall,2023 Ranking,-
259,AKS University - [AKSU],B.Tech,2025 Ranking,-
259,AKS University - [AKSU],B.Tech,2024 Ranking,#90|  out of 160 in  |India 2024
259,AKS University - [AKSU],B.Tech,2023 Ranking,#95|  out of 160 in  |India 2023
259,AKS University - [AKSU],MBA,2025 Ranking,#64|  out of 200 in  |India 2025
259,AKS University - [AKSU],MBA,2024 Ranking,#70|  out of 200 in  |India 2024
259,AKS University - [AKSU],MBA,2023 Ranking,#70|  out of 200 in  |India 2023
260,ITM University,Overall,2024 Ranking,-
260,ITM University,Overall,2023 Ranking,#28|  out of 69 in  |India 2023
260,ITM University,Overall,2022 Ranking,#26|  out of 62 in  |India 2022
260,ITM University,B.Tech,2024 Ranking,#196|  out of 284 in  |India 2024|#7th in Madhya Pradesh
260,ITM University,B.Tech,2023 Ranking,-
260,ITM University,B.Tech,2022 Ranking,-
260,ITM University,MBA,2024 Ranking,#117|  out of 275 in  |India 2024|#9th in Madhya Pradesh
260,ITM University,MBA,2023 Ranking,-
260,ITM University,MBA,2022 Ranking,-
261,Jagannath University,MBA,2019 Ranking,#196|  out of 284 in  |India 2019|#14th in Rajasthan
262,Babu Banarasi Das University - [BBDU],Overall,2024 Ranking,#58|  out of 160 in  |India 2024
262,Babu Banarasi Das University - [BBDU],Overall,2023 Ranking,#66|  out of 171 in  |India 2023
262,Babu Banarasi Das University - [BBDU],Overall,2022 Ranking,#57|  out of 161 in  |India 2022
262,Babu Banarasi Das University - [BBDU],Mass Communications,2024 Ranking,-
262,Babu Banarasi Das University - [BBDU],Mass Communications,2023 Ranking,#84|  out of 100 in  |India 2023|#8th in Uttar Pradesh
262,Babu Banarasi Das University - [BBDU],Mass Communications,2022 Ranking,-
262,Babu Banarasi Das University - [BBDU],BCA,2024 Ranking,-
262,Babu Banarasi Das University - [BBDU],BCA,2023 Ranking,-
262,Babu Banarasi Das University - [BBDU],BCA,2022 Ranking,#75|  out of 100 in  |India 2022|#8th in Uttar Pradesh
263,JIS College of Engineering - [JISCE],Overall,2024 Ranking,-
263,JIS College of Engineering - [JISCE],Overall,2023 Ranking,#139|  out of 281 in  |India 2023|#2nd in Kolkata
263,JIS College of Engineering - [JISCE],Overall,2022 Ranking,-
263,JIS College of Engineering - [JISCE],Computer Applications,2024 Ranking,-
263,JIS College of Engineering - [JISCE],Computer Applications,2023 Ranking,#55|  out of 170 in  |India 2023|#1st in Kolkata
263,JIS College of Engineering - [JISCE],Computer Applications,2022 Ranking,#59|  out of 149 in  |India 2022|#1st in Kolkata
263,JIS College of Engineering - [JISCE],B.Tech,2024 Ranking,#128|  out of 284 in  |India 2024|#1st in Kolkata
263,JIS College of Engineering - [JISCE],B.Tech,2023 Ranking,#108|  out of 246 in  |India 2023
263,JIS College of Engineering - [JISCE],B.Tech,2022 Ranking,#93|  out of 238 in  |India 2022
263,JIS College of Engineering - [JISCE],BBA/BMS,2024 Ranking,-
263,JIS College of Engineering - [JISCE],BBA/BMS,2023 Ranking,-
263,JIS College of Engineering - [JISCE],BBA/BMS,2022 Ranking,#121|  out of 182 in  |India 2022|#5th in Kolkata
264,Rayat Bahra University,Overall,2024 Ranking,#57|  out of 73 in  |India 2024
265,Amity University,Overall,2024 Ranking,#59|  out of 73 in  |India 2024
265,Amity University,Overall,2023 Ranking,#149|  out of 281 in  |India 2023|#2nd in Chhattisgarh
265,Amity University,Overall,2022 Ranking,#54|  out of 62 in  |India 2022
265,Amity University,Architecture,2024 Ranking,#40|  out of 45 in  |India 2024
265,Amity University,Architecture,2023 Ranking,#38|  out of 40 in  |India 2023
265,Amity University,Architecture,2022 Ranking,-
265,Amity University,Commerce,2024 Ranking,#109|  out of 229 in  |India 2024
265,Amity University,Commerce,2023 Ranking,#115|  out of 225 in  |India 2023
265,Amity University,Commerce,2022 Ranking,#111|  out of 212 in  |India 2022
265,Amity University,B.Tech,2024 Ranking,#137|  out of 284 in  |India 2024|#3rd in Chhattisgarh
265,Amity University,B.Tech,2023 Ranking,#117|  out of 246 in  |India 2023
265,Amity University,B.Tech,2022 Ranking,#105|  out of 238 in  |India 2022
265,Amity University,Law,2024 Ranking,-
265,Amity University,Law,2023 Ranking,#68|  out of 70 in  |India 2023|#2nd in Chhattisgarh
265,Amity University,Law,2022 Ranking,-
265,Amity University,MBA,2024 Ranking,#126|  out of 275 in  |India 2024|#4th in Chhattisgarh
265,Amity University,MBA,2023 Ranking,#114|  out of 272 in  |India 2023|#2nd in Chhattisgarh
265,Amity University,MBA,2022 Ranking,#121|  out of 281 in  |India 2022|#2nd in Chhattisgarh
265,Amity University,Mass Communications,2024 Ranking,#52|  out of 55 in  |India 2024
265,Amity University,Mass Communications,2023 Ranking,#47|  out of 55 in  |India 2023
265,Amity University,Mass Communications,2022 Ranking,-
265,Amity University,Fashion Design,2024 Ranking,#51|  out of 56 in  |India 2024
265,Amity University,Fashion Design,2023 Ranking,#50|  out of 51 in  |India 2023
265,Amity University,Fashion Design,2022 Ranking,-
265,Amity University,BBA/BMS,2024 Ranking,#124|  out of 211 in  |India 2024
265,Amity University,BBA/BMS,2023 Ranking,-
265,Amity University,BBA/BMS,2022 Ranking,-
266,IILM University,MBA,2024 Ranking,#47|  out of 275 in  |India 2024
267,Cambridge Institute of Technology - [CiTech],Overall,2024 Ranking,-
267,Cambridge Institute of Technology - [CiTech],Overall,2023 Ranking,#235|  out of 281 in  |India 2023|#15th in Bangalore
267,Cambridge Institute of Technology - [CiTech],Overall,2022 Ranking,-
267,Cambridge Institute of Technology - [CiTech],B.Tech,2024 Ranking,#229|  out of 284 in  |India 2024|#15th in Bangalore
267,Cambridge Institute of Technology - [CiTech],B.Tech,2023 Ranking,#202|  out of 246 in  |India 2023
267,Cambridge Institute of Technology - [CiTech],B.Tech,2022 Ranking,#228|  out of 238 in  |India 2022
268,RC Patel Institute of Technology - [RCPIT],Overall,2024 Ranking,-
268,RC Patel Institute of Technology - [RCPIT],Overall,2023 Ranking,#270|  out of 281 in  |India 2023|#38th in Maharashtra
268,RC Patel Institute of Technology - [RCPIT],Overall,2022 Ranking,-
268,RC Patel Institute of Technology - [RCPIT],B.Tech,2024 Ranking,#256|  out of 284 in  |India 2024|#35th in Maharashtra
268,RC Patel Institute of Technology - [RCPIT],B.Tech,2023 Ranking,#235|  out of 246 in  |India 2023
268,RC Patel Institute of Technology - [RCPIT],B.Tech,2022 Ranking,#225|  out of 238 in  |India 2022
269,St. Francis Institute of Technology - [SFIT],No data found,No data found,No data found
270,ICFAI University,Overall,2024 Ranking,#35|  out of 73 in  |India 2024
270,ICFAI University,Overall,2023 Ranking,#185|  out of 281 in  |India 2023|#2nd in Tripura
270,ICFAI University,Overall,2022 Ranking,#28|  out of 62 in  |India 2022
270,ICFAI University,Arts,2024 Ranking,#136|  out of 186 in  |India 2024
270,ICFAI University,Arts,2023 Ranking,#134|  out of 173 in  |India 2023
270,ICFAI University,Arts,2022 Ranking,-
270,ICFAI University,B.Tech,2024 Ranking,#178|  out of 284 in  |India 2024|#2nd in Tripura
270,ICFAI University,B.Tech,2023 Ranking,#153|  out of 246 in  |India 2023
270,ICFAI University,B.Tech,2022 Ranking,#154|  out of 238 in  |India 2022
270,ICFAI University,Law,2024 Ranking,#35|  out of 66 in  |India 2024
270,ICFAI University,Law,2023 Ranking,#40|  out of 70 in  |India 2023
270,ICFAI University,Law,2022 Ranking,#46|  out of 61 in  |India 2022
270,ICFAI University,MBA,2024 Ranking,#152|  out of 275 in  |India 2024
270,ICFAI University,MBA,2023 Ranking,#161|  out of 272 in  |India 2023
270,ICFAI University,MBA,2022 Ranking,#164|  out of 281 in  |India 2022
270,ICFAI University,Science,2024 Ranking,#175|  out of 211 in  |India 2024
270,ICFAI University,Science,2023 Ranking,#173|  out of 197 in  |India 2023
270,ICFAI University,Science,2022 Ranking,-
270,ICFAI University,BBA/BMS,2024 Ranking,#70|  out of 211 in  |India 2024
270,ICFAI University,BBA/BMS,2023 Ranking,-
270,ICFAI University,BBA/BMS,2022 Ranking,#80|  out of 182 in  |India 2022
271,Atharva College of Engineering,B.Tech,2024 Ranking,#145|  out of 173 in  |India 2024
271,Atharva College of Engineering,B.Tech,2023 Ranking,#144|  out of 166 in  |India 2023
271,Atharva College of Engineering,B.Tech,2022 Ranking,#125|  out of 173 in  |India 2022
272,Don Bosco Institute of Technology - [DBIT],B.Tech,2021 Ranking,#251-300|  out of 300 in  |India 2021|#8th in Mumbai
273,GNIOT Group of Institutions - [GNIOT],B.Tech,2024 Ranking,#200|  out of 284 in  |India 2024|#17th in Uttar Pradesh
274,Jeppiaar Engineering College,Overall,2023 Ranking,#151|  out of 312 in  |India 2023|#6th in Chennai
275,Karpagam College of Engineering - [KCE],B.Tech,2024 Ranking,#201-300|  out of 300 in  |India 2024|#17th in Tamil Nadu
275,Karpagam College of Engineering - [KCE],B.Tech,2022 Ranking,#251-300|  out of 300 in  |India 2022|#37th in Tamil Nadu
275,Karpagam College of Engineering - [KCE],B.Tech,2020 Ranking,#251|  out of 300 in  |India 2020|#37th in Tamil Nadu
276,KIET Group of Institutions - [KIET],B.Tech,2022 Ranking,#148|  out of 238 in  |India 2022
276,KIET Group of Institutions - [KIET],B.Tech,2021 Ranking,#114|  out of 218 in  |India 2021
276,KIET Group of Institutions - [KIET],B.Tech,2020 Ranking,#145|  out of 254 in  |India 2020|#14th in Uttar Pradesh
277,PES College of Engineering - [PESCOE],MBA,2023 Ranking,#242|  out of 272 in  |India 2023|#45th in Maharashtra
278,Raghu Engineering College - [REC],No data found,No data found,No data found
279,Symbiosis Institute of Technology - [SIT],Overall,2024 Ranking,-
279,Symbiosis Institute of Technology - [SIT],Overall,2023 Ranking,#31|  out of 281 in  |India 2023|#2nd in Pune
279,Symbiosis Institute of Technology - [SIT],Overall,2022 Ranking,-
279,Symbiosis Institute of Technology - [SIT],B.Tech,2024 Ranking,#30|  out of 284 in  |India 2024|#2nd in Pune
279,Symbiosis Institute of Technology - [SIT],B.Tech,2023 Ranking,#10|  out of 246 in  |India 2023
279,Symbiosis Institute of Technology - [SIT],B.Tech,2022 Ranking,#12|  out of 238 in  |India 2022
280,Terna Engineering College Navi Mumbai,B.Tech,2024 Ranking,#54|  out of 175 in  |India 2024|#7th in Mumbai
280,Terna Engineering College Navi Mumbai,B.Tech,2023 Ranking,#54|  out of 170 in  |India 2023|#8th in Mumbai
280,Terna Engineering College Navi Mumbai,B.Tech,2020 Ranking,#50|  out of 162 in  |India 2020|#4th in Mumbai
281,Vivekanand Education Society Institute of Technology - [VESIT],B.Tech,2024 Ranking,#153|  out of 284 in  |India 2024|#6th in Mumbai
281,Vivekanand Education Society Institute of Technology - [VESIT],B.Tech,2020 Ranking,#114|  out of 254 in  |India 2020|#5th in Mumbai
282,Sreenidhi Institute of Science and Technology - [SNIST],Overall,2023 Ranking,#104|  out of 281 in  |India 2023|#6th in Hyderabad
282,Sreenidhi Institute of Science and Technology - [SNIST],Overall,2022 Ranking,-
282,Sreenidhi Institute of Science and Technology - [SNIST],Overall,2021 Ranking,-
282,Sreenidhi Institute of Science and Technology - [SNIST],B.Tech,2023 Ranking,#73|  out of 246 in  |India 2023
282,Sreenidhi Institute of Science and Technology - [SNIST],B.Tech,2022 Ranking,#83|  out of 238 in  |India 2022
282,Sreenidhi Institute of Science and Technology - [SNIST],B.Tech,2021 Ranking,#82|  out of 218 in  |India 2021
283,Paavai Engineering College (Autonomous),B.Tech,2022 Ranking,#212|  out of 238 in  |India 2022
283,Paavai Engineering College (Autonomous),B.Tech,2021 Ranking,#183|  out of 218 in  |India 2021
283,Paavai Engineering College (Autonomous),B.Tech,2020 Ranking,#193|  out of 254 in  |India 2020|#32nd in Tamil Nadu
